track_name,artist_name,track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Creepin',Eric Church,2krJlC7MXXpOdPipgc0TaS,0.464,0.889,-5.042,0.0497,0.0389,0.0272,0.31,0.539,87.858,4
Begin Again,Taylor Swift,0L4YCNRfXAoTvdpWeH2RGj,0.53,0.526,-8.349,0.0263,0.199,3.52e-06,0.232,0.323,79.025,4
The Wind,Zac Brown Band,2Oa1dGCX3zBfnQKLk0TgTD,0.688,0.947,-4.097,0.0545,0.221,0.0,0.284,0.878,136.032,4
Truck Yeah,Tim McGraw,3crxySebCike4UZq4SvzxT,0.608,0.931,-3.278,0.0336,0.114,0.0,0.067,0.768,97.973,4
Got My Country On,Chris Cagle,6EZgdjK4buOwWrmkTVbv7c,0.505,0.839,-4.557,0.0538,0.185,0.0,0.0406,0.511,160.154,4
This Ole Boy,Craig Morgan,29rfPTA47K0xyl1Pnf1YBw,0.591,0.88,-4.401,0.0532,0.0754,4.27e-06,0.0434,0.661,114.11,4
I Almost Do,Taylor Swift,31pEV5lPJi7btskZoUr2yu,0.567,0.481,-7.357,0.027,0.0173,4.13e-05,0.182,0.233,145.865,4
Storm Warning,Hunter Hayes,71DDK14XVxkXLmG3AVi1BP,0.483,0.843,-5.62,0.0835,0.0331,0.0,0.134,0.772,185.998,4
Did It For The Girl,Greg Bates,0d3P3GZGU7G3L1cIFLAbqj,0.658,0.728,-4.916,0.0237,0.0183,6.26e-06,0.306,0.682,101.969,4
Glass,Thompson Square,1jhgT2iu9vcwQy0ukJ8fgW,0.576,0.524,-4.961,0.026,0.299,4.5e-06,0.13,0.263,75.963,4
Something To Do With My Hands,Thomas Rhett,6iWg88k0UH7BjBP2yWXM0i,0.561,0.932,-4.443,0.0433,0.00841,4.97e-05,0.0992,0.495,126.116,4
That's Why I Pray,Big & Rich,6WDjQq0Noeji2O3bFfFsNW,0.57,0.727,-5.298,0.0256,0.0334,0.0,0.364,0.491,100.019,4
Here's To The Good Times,Florida Georgia Line,7ayDPcMisPI8HpnVrQjcdE,0.534,0.933,-3.45,0.0437,0.0426,0.0,0.196,0.583,142.062,4
Bait A Hook,Justin Moore,6cAxSUPzHyywECgGSvoLyf,0.668,0.781,-6.151,0.0267,0.0191,0.0,0.113,0.695,105.945,4
Shinin' On Me,Jerrod Niemann,56hUUEbFVeJXCmbdPfsy1T,0.651,0.773,-6.97,0.0366,0.318,0.0,0.27,0.69,83.995,4
The Trouble With Girls,Scotty McCreery,0Yvyj5YkjSBNgD4Ai0clSG,0.554,0.496,-7.266,0.0281,0.391,0.0,0.109,0.351,132.078,4
All Too Well,Taylor Swift,1q3RiD1tIWUpGsNFADMlvl,0.602,0.609,-7.803,0.0243,0.0382,0.0002,0.127,0.337,93.06,4
I Like Girls That Drink Beer,Toby Keith,1BrCXPoH8NrQpa4qRhpn2x,0.635,0.881,-4.549,0.0313,0.00928,0.00135,0.132,0.937,133.026,4
Home Sweet Home,The FARM,1BUCMuyv6bRaerVUGdyAEC,0.605,0.926,-2.485,0.0459,0.0951,0.0,0.311,0.645,101.001,4
Let's Don't Call It A Night,Casey James,4juW8JESG8nujlq5FL620A,0.593,0.734,-4.337,0.0414,0.014,0.0,0.149,0.804,186.937,4
Mr. Know It All,Kelly Clarkson,7uRznL3LcuazKpwCTpDltz,0.676,0.807,-5.131,0.029,0.0284,0.0,0.0701,0.443,95.956,4
My Heart Can't Tell You No,Sara Evans,3kGYLi6txRaQk4etwh3l3p,0.557,0.652,-5.4,0.025,0.175,0.0,0.256,0.465,89.992,4
He's Mine,Rodney Atkins,5sTbbSUmIMpCWpWYMRULYV,0.384,0.887,-3.806,0.0653,0.0425,0.0,0.117,0.676,72.816,4
Neon,Chris Young,575wNG8uXiF5jjaSdWqdxZ,0.6,0.599,-6.102,0.0276,0.401,0.0,0.102,0.496,99.05,4
Like My Dog,Billy Currington,4Ysok52J5hPSSi1vgUbgf8,0.697,0.724,-4.428,0.0322,0.479,0.0,0.14,0.477,96.953,4
True Believers,Darius Rucker,1r5kIJWlpoxQPk7X4RF2iA,0.591,0.749,-6.47,0.0453,0.018,1.52e-05,0.116,0.361,117.969,4
Stay Stay Stay,Taylor Swift,1x0J8LFX23d5h1zzuzZorc,0.729,0.748,-6.67,0.0245,0.307,1.29e-06,0.09,0.928,99.981,4
So You Don't Have To Love Me Anymore,Alan Jackson,12ZGDuff6MYid7PJvYMExo,0.641,0.333,-10.447,0.0285,0.267,4.05e-06,0.0942,0.204,128.007,4
Night Train,Jason Aldean,5ytc87gcx6dZ4nWRNykinV,0.496,0.708,-5.175,0.0293,0.0512,1.06e-06,0.182,0.502,158.121,4
Treacherous,Taylor Swift,0XfOV7qY3834QpFVwOb6CC,0.705,0.621,-8.086,0.0334,0.101,4.3e-06,0.147,0.395,109.993,4
Wanna Make You Love Me,Andy Gibson,2g9x3RYK0aRRNkEI43KGN3,0.507,0.693,-3.95,0.0271,0.00227,4.58e-05,0.0631,0.356,92.024,4
Too Good To Be True,Edens Edge,51uAfq7qHzZ0keNjg81sfz,0.554,0.735,-2.74,0.0402,0.389,0.0,0.0336,0.651,171.025,4
Georgia Peaches,Lauren Alaina,13L4vz1KKlcLUOhaoWKN2G,0.593,0.886,-2.428,0.0298,0.0372,0.0,0.402,0.738,107.495,4
That's My Kind Of Night,Luke Bryan,5HGibWoxnkYSkl6mHmAlOE,0.661,0.751,-2.909,0.0481,0.0571,0.0,0.105,0.875,109.995,4
Sure Be Cool If You Did,Blake Shelton,5yIiXdLRE85OBiQmCaUenq,0.576,0.726,-4.625,0.035,0.255,0.0,0.108,0.582,136.802,4
Stay,Florida Georgia Line,3grPZ1iQg2tEdh0ZCh3HTt,0.494,0.936,-2.989,0.0418,0.0744,0.0,0.148,0.582,141.939,4
Better Dig Two,The Band Perry,3z0a8G407NbxfjTRffvQiP,0.64,0.669,-5.17,0.0519,0.413,0.0,0.0779,0.646,155.844,4
This Is How We Roll,Florida Georgia Line,2TR7A4ulH9R1PNwMyd8o8U,0.555,0.931,-2.969,0.0367,0.016,0.0,0.405,0.723,132.085,4
Ready Set Roll,Chase Rice,1pbjOhmFwYC09EYU5EwB5L,0.513,0.803,-4.45,0.0777,0.0161,0.0,0.667,0.746,156.038,4
Every Storm (Runs Out Of Rain),Gary Allan,6s3dgEQgen7G85NtYUTEbD,0.525,0.693,-6.972,0.0327,0.046,9.55e-06,0.247,0.363,107.012,4
It Goes Like This,Thomas Rhett,6GsAD8PgHxmEuIPTG8GP3M,0.543,0.837,-6.448,0.0608,0.117,0.0,0.0872,0.506,168.056,4
Crash My Party,Luke Bryan,6GBUsjHfZuweYf5lQEz6mP,0.526,0.816,-4.009,0.0421,0.0285,0.0,0.22,0.414,144.032,4
Round Here,Florida Georgia Line,5T6DM9qjjngWnukcw0svkX,0.523,0.954,-3.051,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,4
Downtown,Lady Antebellum,53phrnO3qLFtNDbhcOxxC1,0.533,0.825,-5.287,0.0469,0.185,0.0,0.296,0.96,169.963,4
Mama's Broken Heart,Miranda Lambert,2mXsZsJBThTaJXbNcg5QD4,0.768,0.809,-4.204,0.0616,0.278,0.0,0.139,0.748,111.989,4
Mine Would Be You,Blake Shelton,1zvQt99d5oTkEQLmSoO1yu,0.572,0.529,-6.897,0.0282,0.146,0.0,0.335,0.321,139.876,4
Redneck Crazy,Tyler Farr,4lcXNTm9JrQpJYXqsENmFI,0.487,0.667,-4.216,0.0309,0.153,0.0,0.161,0.463,145.854,4
Night Train,Jason Aldean,5ytc87gcx6dZ4nWRNykinV,0.496,0.708,-5.175,0.0293,0.0512,1.06e-06,0.182,0.502,158.121,4
Get Your Shine On,Florida Georgia Line,6s9ICeczYOfbHHIaSMq9jd,0.497,0.927,-4.52,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,4
Carolina,Parmalee,7JKUEuxOW5NNieEjoW59sH,0.434,0.75,-3.53,0.0293,0.0107,0.0,0.106,0.488,159.824,4
Runnin' Outta Moonlight,Randy Houser,6enPOmd3vSFpI4jjms8kXN,0.526,0.801,-3.717,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,4
Drunk Last Night,Eli Young Band,4hnK8P3v7kE7T4PMBYwRhu,0.528,0.856,-4.605,0.0351,0.052,0.0,0.0988,0.572,87.019,4
One Of Those Nights,Tim McGraw,54dad5JFc7i5Y7xJhz6EN9,0.526,0.777,-5.598,0.0321,0.0112,0.0,0.117,0.411,127.046,4
Two Black Cadillacs,Carrie Underwood,5mFYtqhN4T2D9IPSaZnVDw,0.555,0.854,-4.468,0.0609,0.0223,3.95e-06,0.0672,0.448,119.991,4
Aw Naw,Chris Young,53Dj5PCDhb22qWqmre3YQs,0.652,0.859,-3.746,0.0358,0.0639,0.0,0.0777,0.491,109.971,4
Southern Girl,Tim McGraw,29AR5X5yKPd4DBIAiqUMDy,0.731,0.772,-4.559,0.0258,0.0407,0.0,0.449,0.928,110.04,4
Sunny And 75,Joe Nichols,1rGLPyb4LMojT4wpxiZTp8,0.531,0.893,-4.422,0.055,0.184,1.01e-06,0.101,0.323,120.045,4
Hey Girl,Billy Currington,4CcrLWFQY4dRGMbUR59cSp,0.548,0.673,-5.29,0.0268,0.0158,0.0,0.0794,0.652,81.947,4
Little Bit Of Everything,Keith Urban,1J8j3IeJz1HXoHF59LoP4h,0.619,0.882,-5.99,0.0912,0.239,0.0,0.033,0.897,159.98,4
I Drive Your Truck,Lee Brice,6aPc6SSWgTsiXrrUpJCPlj,0.51,0.649,-6.215,0.0348,0.0978,0.00206,0.119,0.118,141.963,4
Tornado,Little Big Town,3HvNzmI0hX2dXcE41lBMxi,0.739,0.696,-5.149,0.0247,0.0459,9.61e-05,0.107,0.492,97.004,4
The Outsiders,Eric Church,1VN6TvmHTIWvLzBAOmre6P,0.409,0.8,-5.216,0.0746,0.272,5.29e-05,0.092,0.321,159.943,4
See You Again,Carrie Underwood,7jP7iCJ1cXVXYHWIkYtP6d,0.514,0.742,-2.525,0.0258,0.27,1.7e-06,0.085,0.47,101.0,4
Somebody's Heartbreak,Hunter Hayes,7EIbjRAv9K5ccoH4XivnTk,0.595,0.623,-5.975,0.0314,0.0496,0.0,0.109,0.645,149.974,4
Pirate Flag,Kenny Chesney,1RfPA6mxhOvc5dVK9MHReF,0.559,0.795,-6.255,0.052,0.0787,4.83e-06,0.102,0.553,160.039,4
If I Didn't Have You,Thompson Square,6PQ0WLZnT479J7Q1TGIb3n,0.549,0.805,-3.431,0.0277,0.0628,5.26e-06,0.343,0.53,147.91,4
Anywhere With You,Jake Owen,2yWtLaPCOUDyi7f1lOXCn5,0.475,0.936,-2.545,0.0413,0.0418,0.0,0.0873,0.598,151.988,4
Give It All We Got Tonight,George Strait,19PJ75UGKjpBo0muDNyxPW,0.577,0.649,-7.031,0.027,0.253,5.03e-06,0.0798,0.339,130.313,4
Hey Pretty Girl,Kip Moore,75p6fgACKYIyIhsoG411SZ,0.291,0.4,-10.615,0.0306,0.145,1.86e-05,0.259,0.0935,83.112,1
Beat This Summer,Brad Paisley,2EUHzmBZux7SSra71cGkIB,0.563,0.722,-5.252,0.0407,0.313,0.0,0.393,0.801,150.039,4
All Over The Road,Easton Corbin,6XD3HMATLswheYevIfKkSi,0.491,0.841,-3.579,0.0421,0.0471,0.0,0.0886,0.721,199.851,4
Point At You,Justin Moore,3wsuYneV3N4qI3Gikt2rwc,0.635,0.801,-5.92,0.0386,0.00804,7.28e-06,0.164,0.906,116.056,4
Southern Comfort Zone,Brad Paisley,2lfmRyTLtsTCkLwMQcFSQk,0.431,0.876,-6.109,0.0658,0.0771,1.81e-05,0.0998,0.519,160.0,4
1994,Jason Aldean,3C6WblKJq7rpsPsIafytEV,0.598,0.777,-6.676,0.0396,0.183,0.0,0.111,0.821,159.942,4
Parking Lot Party,Lee Brice,4HFNGbVmsMV5lHUvDuXLkl,0.54,0.86,-5.763,0.081,0.00646,0.0,0.629,0.856,171.72,4
Jump Right In,Zac Brown Band,6czEmVcntPHqHBYt2eRpgY,0.699,0.819,-5.111,0.058,0.0886,0.0,0.143,0.654,104.02,4
Like Jesus Does,Eric Church,3wxgj5N8ZKoZWHDw6FJUf2,0.576,0.355,-8.388,0.033,0.439,4.55e-05,0.13,0.299,137.232,4
Radio,Darius Rucker,0uMur9BAwuzsShojxBi6ag,0.72,0.848,-6.834,0.0589,0.123,0.0,0.0728,0.965,92.999,4
Wagon Wheel,Darius Rucker,3xdjjKMcMOFgo1eQrfbogM,0.537,0.66,-7.174,0.0296,0.455,0.0,0.135,0.574,148.096,4
Merry Go 'Round,Kacey Musgraves,5UDqWOgDdixYMAgAyNbpgh,0.651,0.466,-9.403,0.0305,0.541,0.0027,0.116,0.326,86.953,4
I Can Take It From There,Chris Young,4elsQHzndSMtjrsbcwnZgf,0.686,0.816,-5.953,0.0318,0.155,0.0,0.252,0.871,113.939,4
Tip It On Back,Dierks Bentley,2G634xynj7ev8r5c0sAL3T,0.503,0.78,-5.148,0.0323,0.522,0.16,0.138,0.737,137.936,4
The Heart Of Dixie,Danielle Bradbery,5FgLLtrDU4Ex2ezB9anpH5,0.456,0.637,-4.773,0.0354,0.0171,0.0,0.194,0.436,155.95,4
The Moment I Knew,Taylor Swift,5AsmAjBSSQjRPWgAYIp8tm,0.62,0.506,-7.327,0.0312,0.187,1.47e-05,0.102,0.275,126.015,4
Days Of Gold,Jake Owen,5ETe7SElBIgm2NAZY3SpX4,0.476,0.991,-3.458,0.052,0.0446,0.00574,0.128,0.453,111.03,4
Buzzkill,Luke Bryan,3UJvgGaBEJcDqz61mbvqAp,0.52,0.776,-4.787,0.0339,0.0293,0.0,0.106,0.502,144.992,4
More Than Miles,Brantley Gilbert,28ov70yrukmJDAFtiThdTS,0.47,0.778,-5.992,0.037,0.0295,0.000225,0.354,0.448,152.005,4
Easy,Sheryl Crow,2n5bpmhEqlMJ2jgvWAwD9N,0.522,0.571,-5.567,0.0245,0.0256,1.14e-06,0.0757,0.608,169.994,4
He Stopped Loving Her Today,George Jones,1q0wCfrE9eGFMzS2g8aVnx,0.351,0.21,-14.838,0.0334,0.76,0.000138,0.29,0.394,144.25,4
Crying On A Suitcase,Casey James,020b0QxseQbcMTPKV49qRm,0.402,0.7,-4.613,0.0348,0.147,0.0,0.0992,0.496,198.972,4
All Kinds Of Kinds,Miranda Lambert,1ThdZzM4DCcNIRf9EyBMg5,0.392,0.741,-4.01,0.0325,0.12,1.34e-06,0.132,0.461,157.166,3
Outta My Head,Craig Campbell,389JMtmedq5MLhikWghmzw,0.681,0.747,-5.731,0.0329,0.0571,2.12e-06,0.171,0.282,106.977,4
Changed,Rascal Flatts,7ClZTubD4KudpEuBysLMUI,0.442,0.556,-6.925,0.0345,0.0751,7.59e-06,0.0984,0.26,140.563,4
Beer With Jesus,Thomas Rhett,38qDc4DgEnnkr9UaRI5owP,0.523,0.382,-8.386,0.0274,0.133,0.0,0.11,0.274,77.925,4
Let There Be Cowgirls,Chris Cagle,5XsFHtfZJ8yHRWvKK4uQWO,0.537,0.788,-5.557,0.0362,0.0892,1.27e-06,0.164,0.727,161.991,4
Whiskey,Jana Kramer,2PlV5tbBAReUfsO6R55gxe,0.528,0.773,-3.395,0.0331,0.0533,1.5e-05,0.34,0.48,143.816,4
Sober,Little Big Town,09P8GckWqfjjmolRYhjJHH,0.604,0.641,-5.744,0.0267,0.466,0.0,0.126,0.546,78.078,4
Drinks After Work,Toby Keith,3Q74BN3z8lQIkiBC80zd07,0.67,0.837,-4.723,0.0278,0.0966,8.08e-06,0.106,0.805,102.507,4
Could It Be,Charlie Worsham,6fRKgExSY24i2whGdAJUnM,0.641,0.745,-6.496,0.0324,0.0607,5.88e-06,0.104,0.719,90.501,4
She Cranks My Tractor,Dustin Lynch,5guGWEiQ7ZzQvthC0j3HS7,0.454,0.932,-4.14,0.0526,0.0144,3.85e-06,0.455,0.84,164.027,4
Pieces,Gary Allan,2VPKVC79yT2xdSMJcpT8PV,0.581,0.848,-6.469,0.0374,0.00217,0.0,0.11,0.6,118.042,4
American Beautiful,The Henningsens,6C1BUMo3Eq3Xudv2Oo2CLr,0.679,0.797,-4.188,0.0308,0.0141,7.16e-05,0.24,0.816,120.001,4
Your Side Of The Bed,Little Big Town,7LwJG5mCWzQAz1tZr2FZ4D,0.61,0.383,-7.543,0.0322,0.676,0.0,0.0949,0.164,137.766,4
Hope On The Rocks,Toby Keith,47tocAq9nH8JS43zj4qXQ1,0.638,0.451,-6.412,0.0247,0.0316,0.00016,0.0947,0.28,94.022,4
How Could I Want More,Jamie Lynn Spears,0Abn4rb88RUd92aiKKbfAE,0.594,0.544,-6.209,0.0285,0.293,0.00152,0.101,0.229,156.092,4
Say Goodnight,Eli Young Band,2TQdsBPlqUPfoasqgijBqb,0.314,0.622,-4.494,0.0327,0.00374,0.000354,0.107,0.111,158.17,4
Blowin' Smoke,Kacey Musgraves,4oqD7zXh23uvf583rDkunI,0.683,0.727,-6.941,0.0379,0.0461,1.85e-06,0.373,0.54,94.014,4
How Country Feels,Randy Houser,6aUhfNWYnMThF3TGtuYUUu,0.678,0.839,-3.617,0.0394,0.0379,0.0,0.0742,0.772,104.952,4
Burnin' It Down,Jason Aldean,5HJqpDspKDKwQpLjvkcIsD,0.681,0.795,-6.652,0.049,0.305,9.41e-06,0.109,0.64,135.939,4
Play It Again,Luke Bryan,03fT3OHB9KyMtGMt2zwqCT,0.506,0.886,-3.225,0.0655,0.0916,0.0,0.0734,0.595,143.935,4
Something In The Water,Carrie Underwood,10RQKVSr4rS0coExTmi4dF,0.451,0.893,-2.721,0.0627,0.0243,0.0,0.0813,0.0971,139.763,4
Dirt,Florida Georgia Line,5CXnIPD6rTjszYYQm6fY2P,0.547,0.878,-4.224,0.0451,0.0638,7.08e-06,0.106,0.592,121.973,4
Drink A Beer,Luke Bryan,1PoGWZbJPGmViVi7CYbDUK,0.483,0.431,-7.656,0.0343,0.836,5.19e-05,0.199,0.296,78.26,4
Shotgun Rider,Tim McGraw,3LbvNFkqDTrE1liGMmZBDL,0.468,0.904,-4.574,0.0494,0.126,3.89e-06,0.165,0.7,167.998,4
Bottoms Up,Brantley Gilbert,0HZUp8fm9fh1Mitqx4CIOr,0.474,0.857,-5.734,0.0435,0.113,0.0,0.134,0.545,170.006,4
Chillin' It,Cole Swindell,0Utg7sirTPqrs6Cx0FbriQ,0.576,0.849,-3.057,0.0386,0.511,3.89e-05,0.109,0.666,137.982,4
American Kids,Kenny Chesney,1dgWTMoHwTUnQhOQ8SR5fV,0.782,0.589,-7.37,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,4
Leave The Night On,Sam Hunt,3wx2kQWPn9p5UppQbNhPAk,0.514,0.951,-3.813,0.0603,0.0951,0.0,0.349,0.838,171.96,4
Drunk On A Plane,Dierks Bentley,1soxUgYIZb1qx1c7o1Lc7z,0.423,0.73,-5.566,0.032,0.00495,1.13e-05,0.238,0.66,205.972,4
Beachin',Jake Owen,5dNGORzxFb5z3v7vSAFkTU,0.527,0.902,-5.352,0.0601,0.344,4.63e-05,0.0669,0.709,181.964,4
Whatever She's Got,David Nail,4PJXT82AZtlDW4Q71b43oz,0.527,0.723,-6.134,0.0411,0.217,0.0,0.037,0.888,160.465,4
When She Says Baby,Jason Aldean,3gVRILe7XCyNakb6sy5umX,0.673,0.76,-5.126,0.0361,0.0682,0.000116,0.309,0.807,113.063,4
Doin' What She Likes,Blake Shelton,1MDogqDrStFSO9cdUTUFem,0.581,0.767,-6.28,0.0406,0.157,0.0,0.278,0.832,152.011,4
Girl In A Country Song,Maddie & Tae,1GRiBe0kNCNYpjwCHIyynI,0.59,0.908,-3.789,0.084,0.285,0.0,0.36,0.874,160.028,4
Somewhere In My Car,Keith Urban,3MFV4DgrAOXz6KURPQxRj9,0.588,0.861,-5.531,0.0395,0.00546,1.38e-05,0.0797,0.525,118.008,4
Neon Light,Blake Shelton,289hx4t6fH2BBe8p6cnXo1,0.666,0.78,-5.847,0.048,0.0189,1.01e-06,0.0635,0.923,154.056,4
I Hold On,Dierks Bentley,01e8dGbulrphX8j3fZDQYk,0.614,0.715,-6.451,0.0445,0.0849,0.000316,0.102,0.231,117.956,4
Drink To That All Night,Jerrod Niemann,3M31S6f0z8S3nkFh3eS06W,0.639,0.846,-6.184,0.0439,0.0325,0.0,0.116,0.475,115.965,4
I Don't Dance,Lee Brice,5aj0xPGiEUN3aI2oOYu14S,0.587,0.559,-7.742,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,4
Roller Coaster,Luke Bryan,5r00wpsojd4mBYaQFDvni7,0.602,0.79,-4.46,0.0355,0.026,7.43e-05,0.162,0.274,108.008,4
Give Me Back My Hometown,Eric Church,3MykNWa65IP2VN1Qa6B9yK,0.621,0.676,-7.808,0.0303,0.506,0.0675,0.0825,0.482,104.008,4
Day Drinking,Little Big Town,1pxXqJZBrCREdC0s4Xs6Xz,0.591,0.959,-2.515,0.057,0.103,0.0,0.779,0.86,163.883,4
Automatic,Miranda Lambert,0B0y2FImat9j9MJTNRZWfW,0.591,0.703,-6.211,0.0256,0.0435,2.34e-06,0.145,0.402,95.993,4
Perfect Storm,Brad Paisley,14UE0L5fL5TL0ohEiAv56X,0.53,0.753,-5.551,0.0346,0.365,4.19e-05,0.269,0.38,123.979,4
Meanwhile Back at Mama's,Tim McGraw,2rO28hRLDbsenVjeWvwqQz,0.524,0.679,-8.68,0.0435,0.583,5.79e-05,0.163,0.676,172.977,4
Sunshine & Whiskey,Frankie Ballard,6aNwDe5YH5YUPlpHkku52w,0.67,0.737,-6.794,0.0434,0.223,0.0,0.325,0.754,92.983,4
Cop Car,Keith Urban,5vCgOg9VqRaAUbnflCO6P3,0.538,0.664,-6.318,0.0392,0.193,0.0,0.0918,0.366,154.033,4
Get Me Some Of That,Thomas Rhett,4O1CExxinEpKZi3861NlTK,0.549,0.866,-5.306,0.0476,0.0733,0.0,0.25,0.767,87.964,4
Rewind,Rascal Flatts,6eZP01jERQt27Ggq7kpEf9,0.549,0.698,-6.679,0.0347,0.0222,0.0,0.202,0.719,164.049,4
Hope You Get Lonely Tonight,Cole Swindell,5BtS8w1kkjLV1BbvB0t12u,0.45,0.795,-4.249,0.0355,0.103,0.0,0.166,0.364,151.884,4
Invisible,Hunter Hayes,2B5ey0F0QtFKNIR48vfvNJ,0.38,0.568,-5.713,0.0436,0.327,0.0,0.0822,0.259,155.956,4
Wasting All These Tears,Cassadee Pope,25zXRQGuwYZdIp88fVZOPC,0.465,0.772,-3.932,0.0378,0.0959,1.04e-05,0.167,0.257,155.83,4
Ready Set Roll,Chase Rice,1pbjOhmFwYC09EYU5EwB5L,0.513,0.803,-4.45,0.0777,0.0161,0.0,0.667,0.746,156.038,4
River Bank,Brad Paisley,0U6uTxVPeoXFcxlXMIWgAR,0.639,0.875,-5.793,0.0372,0.0929,0.0,0.296,0.892,117.028,4
Sweet Annie,Zac Brown Band,7jRdxVZeBAtLXL8ZpBMR2q,0.635,0.434,-7.986,0.0298,0.171,1.09e-06,0.106,0.171,139.977,4
Small Town Throwdown,Brantley Gilbert,0rX4YStqUt1k1VEBe1U4HJ,0.555,0.863,-3.867,0.0379,0.0246,0.0,0.0563,0.699,98.006,4
Beat Of The Music,Brett Eldredge,3un2KQUaQ2brEpd8dK93wI,0.629,0.808,-4.125,0.0269,0.00898,9.06e-06,0.0751,0.773,110.001,4
Yeah,Joe Nichols,43lL05gZ1DqG4YJ74rCPmM,0.404,0.845,-4.647,0.049,0.00637,1.34e-05,0.357,0.591,165.703,4
God Made Girls,RaeLynn,24tygl4LPQcQgeBe7qzY3n,0.488,0.917,-2.939,0.0291,0.0897,3.25e-06,0.135,0.772,156.053,4
Lettin' The Night Roll,Justin Moore,33LSgUa20mKNgeut1XwP2E,0.542,0.859,-5.137,0.0424,0.0873,0.0,0.145,0.637,140.9,4
Helluva Life,Frankie Ballard,4mnuiEDq1ADXUTYWJxLo4B,0.564,0.76,-5.667,0.0277,0.0676,0.0,0.144,0.528,134.015,4
Dust,Eli Young Band,5J6IvCB3hhdBVFfKI75fjp,0.586,0.925,-3.744,0.039,0.0262,0.00327,0.138,0.495,130.958,4
Who I Am With You,Chris Young,4u7KjVIQPdzGCcAwg4W5Kl,0.466,0.702,-4.308,0.032,0.0983,1.29e-05,0.242,0.47,150.309,4
Goodnight Kiss,Randy Houser,27aDju7VAODvQYHWrrv6o9,0.731,0.71,-4.285,0.0332,0.0382,9.92e-05,0.118,0.633,111.024,4
Cold One,Eric Church,1ffMmNQ42w7dIwyCDTKySb,0.591,0.888,-5.807,0.0601,0.0758,0.00403,0.535,0.771,147.943,4
See You Tonight,Scotty McCreery,54RCDE1TAewECyX4WDUVm1,0.497,0.816,-6.489,0.0563,0.217,0.0,0.171,0.512,169.966,4
Later On,The Swon Brothers,7lG4154Md1Kw7BMg56Pt4s,0.411,0.903,-2.948,0.144,0.0544,0.0,0.104,0.614,180.078,4
Up All Night,Jon Pardi,6qewYf1Su9xeaAp9iEQpUw,0.549,0.713,-4.935,0.0306,0.185,0.0,0.112,0.463,162.989,4
Follow Your Arrow,Kacey Musgraves,4CLPNURPcKztF9RRdcWLGP,0.448,0.649,-5.925,0.0434,0.418,0.0,0.0976,0.575,195.925,4
Close Your Eyes,Parmalee,3Bdqlr7jQLNhITAgcBGQBG,0.551,0.863,-3.506,0.0322,0.0158,0.0,0.0843,0.817,143.952,4
All Alright,Zac Brown Band,0Bo95z626OhKicgVoPBOrS,0.321,0.556,-6.752,0.0292,0.0746,7.67e-05,0.111,0.511,154.62,4
Whiskey In My Water,Tyler Farr,5E4CJfa6yZNGSKVFSUgaBt,0.526,0.872,-5.079,0.0428,0.245,0.0,0.243,0.583,153.929,4
We Are Tonight,Billy Currington,2EvddT8rcO99bKH0rDHAYG,0.559,0.812,-5.347,0.0371,0.0323,0.0,0.195,0.472,127.911,4
Gonna Know We Were Here,Jason Aldean,0mMR63GfhjpxT02rIdq5Mz,0.447,0.896,-5.57,0.173,0.0339,0.0,0.882,0.533,173.852,4
Look At You,Big & Rich,6hQNZOmjGuiJuArVQLSKro,0.503,0.822,-4.941,0.0506,0.0681,0.0,0.145,0.714,164.013,4
Everything I Shouldn't Be Thinking About,Thompson Square,3vYQTgxQWWM4VIDHi7qhQ5,0.68,0.947,-3.703,0.0338,0.0433,1.18e-05,0.204,0.895,115.983,4
Keep Them Kisses Comin',Craig Campbell,1ugf7FcFQ0s95CTB0btuzz,0.704,0.767,-5.708,0.0398,0.0524,0.000469,0.361,0.889,120.035,4
Bumpin' The Night,Florida Georgia Line,5ygp81TQpolYKghQjdYZpD,0.456,0.865,-4.227,0.0316,0.0843,0.000512,0.108,0.363,151.978,4
Sweet Little Somethin',Jason Aldean,0yLAJvnay8hXAU0exdXSXi,0.628,0.87,-4.683,0.0455,0.0649,4.15e-05,0.349,0.622,119.975,4
Lookin' For That Girl,Tim McGraw,4tK5L8FD5Gl1dSwhzXuU6K,0.494,0.843,-4.454,0.0342,0.00611,1.21e-05,0.0995,0.398,153.963,4
Song About A Girl,Eric Paslay,5BNgkhr9nadjc1cJGpeJAs,0.605,0.885,-5.592,0.0495,0.349,0.000287,0.151,0.742,92.055,4
Two Night Town,Jason Aldean,1u6Ni98NiRqeiwe47DpMsA,0.348,0.408,-7.353,0.0364,0.658,0.00241,0.348,0.408,143.503,4
My Baby's Guns N' Roses,Brantley Gilbert,1aGplqdfSdeCdYimHCTPZk,0.492,0.888,-4.109,0.0673,0.0241,2.7e-06,0.392,0.671,141.048,4
Slow Me Down,Sara Evans,6Zf4AMWgnUDobtAixiIqnZ,0.597,0.602,-4.99,0.0292,0.214,0.00032,0.313,0.262,91.999,4
